User Id	Post ID	Post Type
1802970	18485786	question
1802970	18485786	answer
538901	18485786	answer
1363964	17825237	question
688422	17825237	answer
1951979	17519854	question
837251	17519854	answer
1870109	16577165	question
302793	16577165	answer
1005975	16577165	answer
3677168	39793335	question
3677168	39793335	answer
5615228	41924302	question
1123505	41924302	answer
4909783	32915404	question
361762	32915404	answer
3243173	21449491	question
1799794	21449491	answer
1090901	21449491	answer
3189029	21449491	answer
2709708	21449491	answer
4770609	53309071	question
8440598	53309071	answer
7297002	43987829	question
9642717	43987829	answer
4739018	43987829	answer
1123505	43987829	answer
5260024	43987829	answer
3005003	40358525	question
687901	40358525	answer
6475972	39195050	question
3841431	39195050	answer
2001594	29218554	question
1410918	29218554	answer
1483981	29218554	answer
3180638	22870928	question
1828084	22870928	answer
2002077	21149955	question
816620	21149955	answer
350231	21149955	answer
3041194	21149955	answer
1108407	21082500	question
3041194	21082500	answer
12231153	58523317	question
10422730	58523317	answer
10515503	55423020	question
8071073	55423020	answer
9565908	55150735	question
1210271	55150735	answer
68788	55150735	answer
2763154	44761528	question
7947689	44761528	answer
3771012	40694168	question
4737729	40694168	answer
6300892	37241326	question
6028607	37241326	answer
6315719	37241326	answer
6157267	36478017	question
6157267	36478017	answer
5570920	34286949	question
2328974	34286949	answer
4223358	31616892	question
4223358	31616892	answer
2720041	31616892	answer
4568705	31214708	question
19068	31214708	answer
2420042	29635431	question
3703531	29635431	answer
4118402	33311398	question
2611780	33311398	answer
2359436	33311398	answer
1115367	23169576	question
1115367	23169576	answer
3449215	23169576	answer
4110405	31450631	question
1913729	31450631	answer
4833572	29949732	question
3546939	29949732	answer
6408838	37565218	question
5104748	37565218	answer
2958431	24597739	question
1118830	24597739	answer
9859452	51789226	question
6081906	51789226	answer
6542963	51789226	answer
1031362	26722774	question
2702894	26722774	answer
3740413	25213925	question
839501	25213925	answer
4894657	51066264	question
519413	51066264	answer
4775312	51066264	answer
4575240	30197910	question
2545286	30197910	answer
4698464	30197910	answer
8997372	58409708	question
3721086	58409708	answer
8997372	58409708	answer
3390083	33217992	question
4703663	33217992	answer
2065044	14834635	question
1910265	14834635	answer
