Tags	Asker Reputation	Asker Id	User type	Profile Image	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	last_edit_date	Question Id	link	Title	Answerer reputation	Answerer Id	Answerer user_type	Answerer accept rate	Answerer profile_image	Answerer Name	Answerer link	Is Accepted	Answerer score	last_activity_date	last_edit_date	creation_date	Answer_id	Question_id
['javascript', 'jquery', 'html', 'css', 'animation']	259	5818302	registered	https://lh6.googleusercontent.com/-YaXaBT__Gj4/AAAAAAAAAAI/AAAAAAAAR5Y/JE3t4cQvWGE/photo.jpg?sz=128	Honzis Nov&#225;k	https://stackoverflow.com/users/5818302/honzis-nov%c3%a1k	True	59	2	2	1458689289	1458687264	1458687787	36166768	https://stackoverflow.com/questions/36166768/js-onclick-div-disappears-until-an-animation-is-played	JS onclick div disappears until an animation is played	820	3792090	registered	N/A	https://www.gravatar.com/avatar/ebc26401ab4d92f0699a6ba31a76cd81?s=128&d=identicon&r=PG&f=1	d3l33t	https://stackoverflow.com/users/3792090/d3l33t	True	3	1458688077	1458688077	1458687951	36166889	36166768
['javascript', 'jquery', 'html5', 'css3', 'animation']	4712	1066197	registered	https://www.gravatar.com/avatar/3719518c2c8046b8f70c85d72b4d7348?s=128&d=identicon&r=PG&f=1	Suffii	https://stackoverflow.com/users/1066197/suffii	True	1349	2	2	1466581171	1420931449	N/A	27882156	https://stackoverflow.com/questions/27882156/issue-on-using-animate-css-horizontal-scrollbar-added-to-page-on-animation	Issue on Using Animate.css - Horizontal Scrollbar Added to Page on Animation	78	3969161	registered	N/A	https://graph.facebook.com/100001887626854/picture?type=large	Hlib Liapota	https://stackoverflow.com/users/3969161/hlib-liapota	False	1	1466581171	N/A	1466581171	37961539	27882156
['javascript', 'jquery', 'html5', 'css3', 'animation']	4712	1066197	registered	https://www.gravatar.com/avatar/3719518c2c8046b8f70c85d72b4d7348?s=128&d=identicon&r=PG&f=1	Suffii	https://stackoverflow.com/users/1066197/suffii	True	1349	2	2	1466581171	1420931449	N/A	27882156	https://stackoverflow.com/questions/27882156/issue-on-using-animate-css-horizontal-scrollbar-added-to-page-on-animation	Issue on Using Animate.css - Horizontal Scrollbar Added to Page on Animation	550	2883651	registered	N/A	https://www.gravatar.com/avatar/be76e677056860e28c3ebc40dc1f01e1?s=128&d=identicon&r=PG	Mark Dickson Jr.	https://stackoverflow.com/users/2883651/mark-dickson-jr	True	5	1420931664	N/A	1420931664	27882181	27882156
['javascript', 'jquery', 'html', 'css', 'animation']	969	110282	registered	https://www.gravatar.com/avatar/f42d9bb7a3b961fe89160ed19c3f6978?s=128&d=identicon&r=PG	Vitor Reis	https://stackoverflow.com/users/110282/vitor-reis	True	1439	3	2	1297096338	1297093703	1297094813	4923285	https://stackoverflow.com/questions/4923285/animate-photo-or-div-inside-a-frame-div	Animate photo (or div) inside a frame div	1189	349326	registered	75	https://www.gravatar.com/avatar/3e2d818ceace222dec002f0161309d1f?s=128&d=identicon&r=PG	Federico C&#225;ceres	https://stackoverflow.com/users/349326/federico-c%c3%a1ceres	True	2	1297096338	N/A	1297096338	4923737	4923285
['javascript', 'jquery', 'html', 'css', 'animation']	969	110282	registered	https://www.gravatar.com/avatar/f42d9bb7a3b961fe89160ed19c3f6978?s=128&d=identicon&r=PG	Vitor Reis	https://stackoverflow.com/users/110282/vitor-reis	True	1439	3	2	1297096338	1297093703	1297094813	4923285	https://stackoverflow.com/questions/4923285/animate-photo-or-div-inside-a-frame-div	Animate photo (or div) inside a frame div	12299	528262	registered	100	https://www.gravatar.com/avatar/5dc09e686ecb0161a227e407b0db0e58?s=128&d=identicon&r=PG	stecb	https://stackoverflow.com/users/528262/stecb	False	3	1297095664	1297095664	1297094899	4923494	4923285
['javascript', 'jquery', 'html', 'css', 'animation']	969	110282	registered	https://www.gravatar.com/avatar/f42d9bb7a3b961fe89160ed19c3f6978?s=128&d=identicon&r=PG	Vitor Reis	https://stackoverflow.com/users/110282/vitor-reis	True	1439	3	2	1297096338	1297093703	1297094813	4923285	https://stackoverflow.com/questions/4923285/animate-photo-or-div-inside-a-frame-div	Animate photo (or div) inside a frame div	84	480513	registered	100	https://www.gravatar.com/avatar/2d506d6b202f9714f11086bcd9fdde16?s=128&d=identicon&r=PG	Galaxy Surfer	https://stackoverflow.com/users/480513/galaxy-surfer	False	1	1297094701	N/A	1297094701	4923462	4923285
['javascript', 'jquery', 'html', 'css', 'animation']	53	2218509	registered	https://www.gravatar.com/avatar/4a28f63322b0e120a7142449cca9a40d?s=128&d=identicon&r=PG	user2218509	https://stackoverflow.com/users/2218509/user2218509	True	398	4	2	1419466399	1419456196	N/A	27642278	https://stackoverflow.com/questions/27642278/jquery-unable-to-animate-div-after-forwards-css-animation	JQuery unable to animate div after &quot;forwards&quot; css animation	1787	3190165	registered	N/A	https://graph.facebook.com/100000003076095/picture?type=large	Gaurav Kalyan	https://stackoverflow.com/users/3190165/gaurav-kalyan	False	2	1419466399	1419466399	1419459447	27642606	27642278
['javascript', 'jquery', 'html', 'css', 'animation']	53	2218509	registered	https://www.gravatar.com/avatar/4a28f63322b0e120a7142449cca9a40d?s=128&d=identicon&r=PG	user2218509	https://stackoverflow.com/users/2218509/user2218509	True	398	4	2	1419466399	1419456196	N/A	27642278	https://stackoverflow.com/questions/27642278/jquery-unable-to-animate-div-after-forwards-css-animation	JQuery unable to animate div after &quot;forwards&quot; css animation	13089	1340674	registered	N/A	https://i.stack.imgur.com/FN0lM.jpg?s=128&g=1	Pevara	https://stackoverflow.com/users/1340674/pevara	False	0	1419462551	1419462551	1419461919	27642876	27642278
['javascript', 'jquery', 'html', 'css', 'animation']	53	2218509	registered	https://www.gravatar.com/avatar/4a28f63322b0e120a7142449cca9a40d?s=128&d=identicon&r=PG	user2218509	https://stackoverflow.com/users/2218509/user2218509	True	398	4	2	1419466399	1419456196	N/A	27642278	https://stackoverflow.com/questions/27642278/jquery-unable-to-animate-div-after-forwards-css-animation	JQuery unable to animate div after &quot;forwards&quot; css animation	7403	3943125	registered	N/A	https://i.stack.imgur.com/WPJDj.jpg?s=128&g=1	matthias_h	https://stackoverflow.com/users/3943125/matthias-h	True	3	1419459876	1419459876	1419459054	27642562	27642278
['javascript', 'jquery', 'html', 'css', 'animation']	53	2218509	registered	https://www.gravatar.com/avatar/4a28f63322b0e120a7142449cca9a40d?s=128&d=identicon&r=PG	user2218509	https://stackoverflow.com/users/2218509/user2218509	True	398	4	2	1419466399	1419456196	N/A	27642278	https://stackoverflow.com/questions/27642278/jquery-unable-to-animate-div-after-forwards-css-animation	JQuery unable to animate div after &quot;forwards&quot; css animation	11445	2573335	registered	88	https://www.gravatar.com/avatar/7ae4ba2948224d10514e51d7ea2abbf2?s=128&d=identicon&r=PG	rnrneverdies	https://stackoverflow.com/users/2573335/rnrneverdies	False	0	1419458815	1495540673	1419456683	27642326	27642278
['javascript', 'jquery', 'html', 'css', 'animation']	1003	1457726	registered	https://www.gravatar.com/avatar/cbae85e493de2fb5434f0cf5f75317a2?s=128&d=identicon&r=PG	Athapali	https://stackoverflow.com/users/1457726/athapali	True	516	3	2	1373386040	1373384809	1373386040	17552607	https://stackoverflow.com/questions/17552607/animated-text-switch-with-jquery	animated text switch with jquery	3181	2487355	registered	N/A	https://i.stack.imgur.com/Wy9dj.jpg?s=128&g=1	Don	https://stackoverflow.com/users/2487355/don	False	1	1373385609	N/A	1373385609	17552875	17552607
['javascript', 'jquery', 'html', 'css', 'animation']	1003	1457726	registered	https://www.gravatar.com/avatar/cbae85e493de2fb5434f0cf5f75317a2?s=128&d=identicon&r=PG	Athapali	https://stackoverflow.com/users/1457726/athapali	True	516	3	2	1373386040	1373384809	1373386040	17552607	https://stackoverflow.com/questions/17552607/animated-text-switch-with-jquery	animated text switch with jquery	158415	128165	registered	100	https://www.gravatar.com/avatar/cdef5bd2099545a776ee86fb8049bdc6?s=128&d=identicon&r=PG	Gabriele Petrioli	https://stackoverflow.com/users/128165/gabriele-petrioli	True	2	1373385603	N/A	1373385603	17552871	17552607
['javascript', 'jquery', 'html', 'css', 'animation']	1003	1457726	registered	https://www.gravatar.com/avatar/cbae85e493de2fb5434f0cf5f75317a2?s=128&d=identicon&r=PG	Athapali	https://stackoverflow.com/users/1457726/athapali	True	516	3	2	1373386040	1373384809	1373386040	17552607	https://stackoverflow.com/questions/17552607/animated-text-switch-with-jquery	animated text switch with jquery	1641	1112154	registered	N/A	https://www.gravatar.com/avatar/b6e6afc4be7f521e35a40293a8ec7224?s=128&d=identicon&r=PG	Edorka	https://stackoverflow.com/users/1112154/edorka	False	2	1373385123	N/A	1373385123	17552719	17552607
['javascript', 'jquery', 'html', 'css', 'animation']	672	5673922	registered	https://www.gravatar.com/avatar/dbf835b56b5a5dc577080b8452040157?s=128&d=identicon&r=PG&f=1	Nelson	https://stackoverflow.com/users/5673922/nelson	True	117	2	2	1513364485	1506015922	1513364485	46350183	https://stackoverflow.com/questions/46350183/glitchy-css-animations-wit-text	Glitchy CSS Animations Wit Text	3793	2929632	registered	77	https://i.stack.imgur.com/s2Vhn.jpg?s=128&g=1	Arthur	https://stackoverflow.com/users/2929632/arthur	True	2	1506018162	1506018162	1506017788	46350700	46350183
['javascript', 'jquery', 'html', 'css', 'animation']	672	5673922	registered	https://www.gravatar.com/avatar/dbf835b56b5a5dc577080b8452040157?s=128&d=identicon&r=PG&f=1	Nelson	https://stackoverflow.com/users/5673922/nelson	True	117	2	2	1513364485	1506015922	1513364485	46350183	https://stackoverflow.com/questions/46350183/glitchy-css-animations-wit-text	Glitchy CSS Animations Wit Text	113959	8620333	registered	N/A	https://i.stack.imgur.com/WSmLn.png?s=128&g=1	Temani Afif	https://stackoverflow.com/users/8620333/temani-afif	False	2	1506016153	N/A	1506016153	46350250	46350183
['javascript', 'jquery', 'html', 'css', 'animation']	632	1561346	registered	https://www.gravatar.com/avatar/5b1a5e7e77fcf58818a5c6c08097f250?s=128&d=identicon&r=PG	user1561346	https://stackoverflow.com/users/1561346/user1561346	True	855	1	2	1444392930	1444389815	N/A	33037037	https://stackoverflow.com/questions/33037037/animate-div-height-to-fit-new-content	Animate div height to fit new content	2814	2074346	registered	100	https://i.stack.imgur.com/2l5JN.jpg?s=128&g=1	Kishore Sahasranaman	https://stackoverflow.com/users/2074346/kishore-sahasranaman	True	4	1444392930	N/A	1444392930	33038046	33037037
['javascript', 'jquery', 'html', 'css', 'animation']	55	3607726	registered	https://i.stack.imgur.com/QZ0HP.jpg?s=128&g=1	Beginner	https://stackoverflow.com/users/3607726/beginner	True	2734	2	2	1448719764	1432754788	1448719764	30491423	https://stackoverflow.com/questions/30491423/jquery-animate-not-working	jQuery .animate() - not working	30731	3903374	registered	91	https://www.gravatar.com/avatar/f154c343ddbc43f16a09e2098ddf4965?s=128&d=identicon&r=PG&f=1	Rick Hitchcock	https://stackoverflow.com/users/3903374/rick-hitchcock	False	3	1432755902	1432755902	1432755542	30491661	30491423
['javascript', 'jquery', 'html', 'css', 'animation']	55	3607726	registered	https://i.stack.imgur.com/QZ0HP.jpg?s=128&g=1	Beginner	https://stackoverflow.com/users/3607726/beginner	True	2734	2	2	1448719764	1432754788	1448719764	30491423	https://stackoverflow.com/questions/30491423/jquery-animate-not-working	jQuery .animate() - not working	6203	4908989	registered	100	https://www.gravatar.com/avatar/e832e7c26406f7212c825a5e7b5c17d4?s=128&d=identicon&r=PG	lmgonzalves	https://stackoverflow.com/users/4908989/lmgonzalves	False	1	1432755531	N/A	1432755531	30491659	30491423
['javascript', 'jquery', 'html', 'css', 'animation']	5899	2945958	registered	https://i.stack.imgur.com/K6nb0.jpg?s=128&g=1	Mostafa Talebi	https://stackoverflow.com/users/2945958/mostafa-talebi	True	10570	2	2	1426257457	1426255212	1426255321	29034187	https://stackoverflow.com/questions/29034187/how-to-animate-a-position-of-a-fixed-element-with-jquery	How to animate a position of a fixed element with jQuery	29665	3889449	registered	86	https://www.gravatar.com/avatar/eb07e0f09deb982a1a0deedca7a5c002?s=128&d=identicon&r=PG	Marco Bonelli	https://stackoverflow.com/users/3889449/marco-bonelli	True	5	1426257457	1426257457	1426255682	29034351	29034187
['javascript', 'jquery', 'html', 'css', 'animation']	5899	2945958	registered	https://i.stack.imgur.com/K6nb0.jpg?s=128&g=1	Mostafa Talebi	https://stackoverflow.com/users/2945958/mostafa-talebi	True	10570	2	2	1426257457	1426255212	1426255321	29034187	https://stackoverflow.com/questions/29034187/how-to-animate-a-position-of-a-fixed-element-with-jquery	How to animate a position of a fixed element with jQuery	497	4572668	registered	83	https://i.stack.imgur.com/Yj2Io.png?s=128&g=1	EddNewGate	https://stackoverflow.com/users/4572668/eddnewgate	False	-1	1426256209	N/A	1426256209	29034560	29034187
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	3244	3375368	registered	47	https://i.stack.imgur.com/sPkbV.jpg?s=128&g=1	demonofthemist	https://stackoverflow.com/users/3375368/demonofthemist	True	5	1450703368	1450703368	1403865010	24449664	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	34432	2333214	registered	62	https://i.stack.imgur.com/dIHez.png?s=128&g=1	T J	https://stackoverflow.com/users/2333214/t-j	False	-1	1404032810	1404032810	1404032199	24474571	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	1213	1544003	registered	50	https://i.stack.imgur.com/LDJA9.jpg?s=128&g=1	Etai	https://stackoverflow.com/users/1544003/etai	False	0	1404028179	1404028179	1403976700	24469318	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	1	1756130	registered	N/A	https://www.gravatar.com/avatar/c009b0e907580fde34fa14136af3af4c?s=128&d=identicon&r=PG	Nayem Majhar	https://stackoverflow.com/users/1756130/nayem-majhar	False	0	1403799943	1403799943	1403799375	24435538	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	3136	2072908	registered	67	https://i.stack.imgur.com/us9JK.jpg?s=128&g=1	Justin	https://stackoverflow.com/users/2072908/justin	False	0	1403797321	N/A	1403797321	24434838	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	2025	1043706	registered	https://i.stack.imgur.com/LU3tp.jpg?s=128&g=1	John the Painter	https://stackoverflow.com/users/1043706/john-the-painter	True	10297	6	2	1450703368	1403108178	1403770481	24290472	https://stackoverflow.com/questions/24290472/animate-position-of-div-on-scroll-position	Animate position of div on scroll position	1038	1876473	registered	50	https://www.gravatar.com/avatar/625e1180e9e601f2dc3fbca36df564a0?s=128&d=identicon&r=PG	gulty	https://stackoverflow.com/users/1876473/gulty	False	0	1403113240	N/A	1403113240	24291858	24290472
['javascript', 'jquery', 'html', 'css', 'animation']	269	2732875	registered	https://www.gravatar.com/avatar/a81a57cab025f16fca13d6855512c0f8?s=128&d=identicon&r=PG&f=1	user2732875	https://stackoverflow.com/users/2732875/user2732875	True	1783	1	2	1402091491	1402088694	1402091491	24090595	https://stackoverflow.com/questions/24090595/css-animation-doesnt-work-with-inline-display-property	CSS Animation doesn&#39;t work with inline display property?	305	3693099	registered	N/A	https://i.stack.imgur.com/a1VNx.png?s=128&g=1	Deviant	https://stackoverflow.com/users/3693099/deviant	False	4	1402089024	N/A	1402089024	24090668	24090595
['javascript', 'jquery', 'html', 'css', 'animation']	7911	2005622	registered	https://i.stack.imgur.com/eAm9L.jpg?s=128&g=1	Ali Bassam	https://stackoverflow.com/users/2005622/ali-bassam	True	225	1	2	1398152351	1397720950	N/A	23127477	https://stackoverflow.com/questions/23127477/jquerys-width-animation-is-hiding-the-overflow-despite-being-visible	jQuery&#39;s width animation is hiding the overflow despite being visible	4254	1400370	registered	92	https://www.gravatar.com/avatar/86f408d03c13a4ff1a4fbda9a21cf98e?s=128&d=identicon&r=PG	Jamie Taylor	https://stackoverflow.com/users/1400370/jamie-taylor	True	4	1398152351	1398152351	1397721111	23127540	23127477
['javascript', 'jquery', 'html', 'css', 'animation']	53	2810940	registered	https://www.gravatar.com/avatar/68ea8a232140e65ce07e75840c56d143?s=128&d=identicon&r=PG&f=1	Jannik	https://stackoverflow.com/users/2810940/jannik	True	165	1	2	1380024830	1380024208	N/A	18981122	https://stackoverflow.com/questions/18981122/jquery-toggle-ends-up-hiding-the-clicked-element-instead-of-running-functions	Jquery toggle ends up hiding the clicked element instead of running functions	343241	114251	registered	87	https://i.stack.imgur.com/sNLiB.jpg?s=128&g=1	Arun P Johny	https://stackoverflow.com/users/114251/arun-p-johny	True	4	1380024830	1380024830	1380024240	18981142	18981122
['javascript', 'jquery', 'html', 'css', 'animation']	1896	729789	registered	https://www.gravatar.com/avatar/333cac176cf4ade8e9dc65c4578042a6?s=128&d=identicon&r=PG	Jai	https://stackoverflow.com/users/729789/jai	True	819	2	2	1308091684	1308091457	N/A	6351042	https://stackoverflow.com/questions/6351042/why-do-the-fadein-and-animate-not-happen-at-the-same-time	Why do the fadeIn and animate not happen at the same time?	196039	417562	registered	100	https://www.gravatar.com/avatar/de4385849864206eebaefa5c801d21f1?s=128&d=identicon&r=PG	lonesomeday	https://stackoverflow.com/users/417562/lonesomeday	True	4	1308091684	N/A	1308091684	6351078	6351042
['javascript', 'jquery', 'html', 'css', 'animation']	1896	729789	registered	https://www.gravatar.com/avatar/333cac176cf4ade8e9dc65c4578042a6?s=128&d=identicon&r=PG	Jai	https://stackoverflow.com/users/729789/jai	True	819	2	2	1308091684	1308091457	N/A	6351042	https://stackoverflow.com/questions/6351042/why-do-the-fadein-and-animate-not-happen-at-the-same-time	Why do the fadeIn and animate not happen at the same time?	8418	719312	registered	81	https://www.gravatar.com/avatar/997c8124fb91a5eca609aea651fc9d0a?s=128&d=identicon&r=PG&f=1	Thomas Shields	https://stackoverflow.com/users/719312/thomas-shields	False	0	1308091654	N/A	1308091654	6351072	6351042
['javascript', 'jquery', 'html', 'css', 'animation']	39	8064006	registered	https://www.gravatar.com/avatar/16b316ec3524cf4e8be495d65476fdf1?s=128&d=identicon&r=PG&f=1	Johanna 	https://stackoverflow.com/users/8064006/johanna	True	193	1	2	1495703415	1495702670	N/A	44176389	https://stackoverflow.com/questions/44176389/making-animation-on-event-trigger-with-javascript-and-css	Making animation on event trigger with Javascript and CSS	5532	2315360	registered	N/A	https://i.stack.imgur.com/8htWF.jpg?s=128&g=1	George	https://stackoverflow.com/users/2315360/george	True	3	1495703415	N/A	1495703415	44176618	44176389
['javascript', 'jquery', 'html', 'css', 'animation']	497	4635579	registered	https://www.gravatar.com/avatar/1031b987dac0aa7565b83ef51474e6f3?s=128&d=identicon&r=PG&f=1	DANIEL	https://stackoverflow.com/users/4635579/daniel	True	1671	3	2	1525877581	1463895775	1463899598	37370967	https://stackoverflow.com/questions/37370967/how-to-animate-css-with-a-delay-between-an-unknown-number-of-elements	How to animate CSS with a delay between an unknown number of elements	618	5204681	registered	N/A	https://www.gravatar.com/avatar/c6acdc8df2b718abd7e0ab86f07e4c11?s=128&d=identicon&r=PG	mrfour	https://stackoverflow.com/users/5204681/mrfour	False	1	1525877581	1525877581	1463903777	37371878	37370967
['javascript', 'jquery', 'html', 'css', 'animation']	497	4635579	registered	https://www.gravatar.com/avatar/1031b987dac0aa7565b83ef51474e6f3?s=128&d=identicon&r=PG&f=1	DANIEL	https://stackoverflow.com/users/4635579/daniel	True	1671	3	2	1525877581	1463895775	1463899598	37370967	https://stackoverflow.com/questions/37370967/how-to-animate-css-with-a-delay-between-an-unknown-number-of-elements	How to animate CSS with a delay between an unknown number of elements	2600	4426074	registered	70	https://www.gravatar.com/avatar/e08389efd2ef9d2eea52c0d283ee2771?s=128&d=identicon&r=PG&f=1	mmgross	https://stackoverflow.com/users/4426074/mmgross	True	2	1463902612	N/A	1463902612	37371733	37370967
['javascript', 'jquery', 'html', 'css', 'animation']	497	4635579	registered	https://www.gravatar.com/avatar/1031b987dac0aa7565b83ef51474e6f3?s=128&d=identicon&r=PG&f=1	DANIEL	https://stackoverflow.com/users/4635579/daniel	True	1671	3	2	1525877581	1463895775	1463899598	37370967	https://stackoverflow.com/questions/37370967/how-to-animate-css-with-a-delay-between-an-unknown-number-of-elements	How to animate CSS with a delay between an unknown number of elements	1211	6321150	registered	N/A	https://www.gravatar.com/avatar/54ade226fd627e4585c0fa491b229a83?s=128&d=identicon&r=PG&f=1	Tanvi B	https://stackoverflow.com/users/6321150/tanvi-b	False	0	1463898458	1463898458	1463897442	37371156	37370967
['javascript', 'jquery', 'html', 'css', 'animation']	2138	735239	registered	https://www.gravatar.com/avatar/93ebe35c084beae365482f34ce01206f?s=128&d=identicon&r=PG	daveycroqet	https://stackoverflow.com/users/735239/daveycroqet	True	9526	2	2	1570172230	1453491937	N/A	34954689	https://stackoverflow.com/questions/34954689/trigger-a-css-keyframe-animation-via-scroll	Trigger a CSS keyframe animation via scroll	2477	4733161	registered	N/A	https://www.gravatar.com/avatar/704d86ad14fdbaf8c7188a121b47e7d9?s=128&d=identicon&r=PG&f=1	cloned	https://stackoverflow.com/users/4733161/cloned	False	1	1570172230	N/A	1570172230	58231357	34954689
['javascript', 'jquery', 'html', 'css', 'animation']	2138	735239	registered	https://www.gravatar.com/avatar/93ebe35c084beae365482f34ce01206f?s=128&d=identicon&r=PG	daveycroqet	https://stackoverflow.com/users/735239/daveycroqet	True	9526	2	2	1570172230	1453491937	N/A	34954689	https://stackoverflow.com/questions/34954689/trigger-a-css-keyframe-animation-via-scroll	Trigger a CSS keyframe animation via scroll	8240	4987197	registered	N/A	https://graph.facebook.com/10205789938965948/picture?type=large	mhodges	https://stackoverflow.com/users/4987197/mhodges	True	2	1453492743	1453492743	1453492330	34954812	34954689
['javascript', 'jquery', 'html', 'css', 'animation']	496	4253848	registered	https://graph.facebook.com/100001877465512/picture?type=large	Frank Tocci	https://stackoverflow.com/users/4253848/frank-tocci	True	52	3	2	1429910754	1429909902	N/A	29857565	https://stackoverflow.com/questions/29857565/css-jquery-animation-not-triggering	CSS/jQuery animation not triggering	924	3389866	registered	80	https://graph.facebook.com/100001760573877/picture?type=large	fcastillo	https://stackoverflow.com/users/3389866/fcastillo	True	1	1429910754	N/A	1429910754	29857778	29857565
['javascript', 'jquery', 'html', 'css', 'animation']	496	4253848	registered	https://graph.facebook.com/100001877465512/picture?type=large	Frank Tocci	https://stackoverflow.com/users/4253848/frank-tocci	True	52	3	2	1429910754	1429909902	N/A	29857565	https://stackoverflow.com/questions/29857565/css-jquery-animation-not-triggering	CSS/jQuery animation not triggering	1	4830176	registered	N/A	https://lh6.googleusercontent.com/-4c12QksMRV0/AAAAAAAAAAI/AAAAAAAAAdE/QmHDoGoq2MU/photo.jpg?sz=128	darthega	https://stackoverflow.com/users/4830176/darthega	False	0	1429910584	N/A	1429910584	29857737	29857565
['javascript', 'jquery', 'html', 'css', 'animation']	496	4253848	registered	https://graph.facebook.com/100001877465512/picture?type=large	Frank Tocci	https://stackoverflow.com/users/4253848/frank-tocci	True	52	3	2	1429910754	1429909902	N/A	29857565	https://stackoverflow.com/questions/29857565/css-jquery-animation-not-triggering	CSS/jQuery animation not triggering	172564	949476	registered	N/A	https://www.gravatar.com/avatar/8feb0675d5ebf4c11ed13885347cc970?s=128&d=identicon&r=PG	dfsq	https://stackoverflow.com/users/949476/dfsq	False	2	1429910292	N/A	1429910292	29857664	29857565
['javascript', 'jquery', 'html', 'css', 'animation']	151	7721665	registered	https://graph.facebook.com/1662733383742433/picture?type=large	Cornelius Labuschagne	https://stackoverflow.com/users/7721665/cornelius-labuschagne	True	202	2	2	1496936408	1496910941	1496912717	44430616	https://stackoverflow.com/questions/44430616/need-to-add-fade-in-to-image-om-slideshow	Need to add fade in to image om slideshow	9395	2932476	registered	N/A	https://i.stack.imgur.com/NGiMv.png?s=128&g=1	Springer F	https://stackoverflow.com/users/2932476/springer-f	False	1	1496916229	1496916229	1496912541	44431217	44430616
['javascript', 'jquery', 'html', 'css', 'animation']	151	7721665	registered	https://graph.facebook.com/1662733383742433/picture?type=large	Cornelius Labuschagne	https://stackoverflow.com/users/7721665/cornelius-labuschagne	True	202	2	2	1496936408	1496910941	1496912717	44430616	https://stackoverflow.com/questions/44430616/need-to-add-fade-in-to-image-om-slideshow	Need to add fade in to image om slideshow	26	3895033	registered	N/A	https://www.gravatar.com/avatar/174bc9e7768f698dbc6df9d1999fed36?s=128&d=identicon&r=PG&f=1	StoneeFree	https://stackoverflow.com/users/3895033/stoneefree	True	1	1496912731	N/A	1496912731	44431275	44430616
['javascript', 'jquery', 'html', 'css', 'animation']	23	7591175	registered	https://graph.facebook.com/1258690054219777/picture?type=large	Jeffrey Richiez	https://stackoverflow.com/users/7591175/jeffrey-richiez	True	160	2	2	1487570176	1487568383	1487570176	42337064	https://stackoverflow.com/questions/42337064/how-to-make-a-div-execute-its-style-animations-with-and-if-else-in-js	How to make a div execute its style animations with and if/else in JS	2599	1950503	registered	59	https://i.stack.imgur.com/NgwSU.jpg?s=128&g=1	Cassidy Williams	https://stackoverflow.com/users/1950503/cassidy-williams	True	1	1487570163	1487570163	1487569052	42337207	42337064
['javascript', 'jquery', 'html', 'css', 'animation']	23	7591175	registered	https://graph.facebook.com/1258690054219777/picture?type=large	Jeffrey Richiez	https://stackoverflow.com/users/7591175/jeffrey-richiez	True	160	2	2	1487570176	1487568383	1487570176	42337064	https://stackoverflow.com/questions/42337064/how-to-make-a-div-execute-its-style-animations-with-and-if-else-in-js	How to make a div execute its style animations with and if/else in JS	1336	4849258	registered	N/A	https://www.gravatar.com/avatar/bcce7bb1afc28131d1eae025ce942dbe?s=128&d=identicon&r=PG&f=1	Ayush Sharma	https://stackoverflow.com/users/4849258/ayush-sharma	False	1	1487569714	N/A	1487569714	42337317	42337064
['javascript', 'jquery', 'html', 'css', 'animation']	161	5069132	registered	https://graph.facebook.com/10207325167826706/picture?type=large	Jess Cauchi	https://stackoverflow.com/users/5069132/jess-cauchi	True	227	2	2	1472542582	1472511072	1472542582	39216341	https://stackoverflow.com/questions/39216341/how-to-trigger-animation-when-the-user-scrolls-to-page-section	how to trigger animation when the user scrolls to page section	1702	6471733	registered	90	https://www.gravatar.com/avatar/be4e96b247d3862d042b84490a62d42e?s=128&d=identicon&r=PG	Muntasir Alam	https://stackoverflow.com/users/6471733/muntasir-alam	False	3	1472511590	N/A	1472511590	39216430	39216341
